Library,Feature Group,API Name,Auth,Subgroup,Call Name,Trimmed?,GDK?,Win32?,Switch?,PlayStation?,Linux?,Android?,iOS?,Macos?
PF Services,Lobby,PFLobbyInviteToLobbyAsync,EntityToken,Lobby,InviteToLobby,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyJoinArrangedLobbyAsync,EntityToken,Lobby,JoinArrangedLobby,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyJoinLobbyAsync,EntityToken,Lobby,JoinLobby,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyJoinLobbyAsServerAsync,EntityToken,Lobby,JoinLobbyAsServer,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyLeaveLobbyAsync,EntityToken,Lobby,LeaveLobby,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyLeaveLobbyAsServerAsync,EntityToken,Lobby,LeaveLobbyAsServer,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyRemoveMemberAsync,EntityToken,Lobby,RemoveMember,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbySubscribeToLobbyResourceAsync,EntityToken,Lobby,SubscribeToLobbyResource,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyUnsubscribeFromLobbyResourceAsync,EntityToken,Lobby,UnsubscribeFromLobbyResource,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyUpdateLobbyAsync,EntityToken,Lobby,UpdateLobby,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyUpdateLobbyAsServerAsync,EntityToken,Lobby,UpdateLobbyAsServer,false,No,No,No,No,No,No,No,No
PF Services,Profiles,PFProfilesGetGlobalPolicyAsync,EntityToken,Account Management,GetGlobalPolicy,false,No,No,No,No,No,No,No,No
PF Services,Profiles,PFProfilesGetProfileAsync,EntityToken,Account Management,GetProfile,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Profiles,PFProfilesGetProfilesAsync,EntityToken,Account Management,GetProfiles,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Profiles,PFProfilesGetTitlePlayersFromMasterPlayerAccountIdsAsync,EntityToken,Account Management,GetTitlePlayersFromMasterPlayerAccountIds,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Profiles,PFProfilesSetGlobalPolicyAsync,EntityToken,Account Management,SetGlobalPolicy,false,No,No,No,No,No,No,No,No
PF Services,Profiles,PFProfilesSetProfileLanguageAsync,EntityToken,Account Management,SetProfileLanguage,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Profiles,PFProfilesSetProfilePolicyAsync,EntityToken,Account Management,SetProfilePolicy,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes

